cidade,mes_referencia,timestamp,ortodontia,clinico_geral,profilaxia,restauracao,avaliacoes_novas
Caxias,2026-03,2026-03-10T22:59:29.237358,ortodontia,,,,
Caxias,2026-03,2026-03-10T22:59:29.237358,clinico_geral,,,,
Caxias,2026-03,2026-03-10T22:59:29.237358,avaliacoes_google,,,,
Caxias,2026-03,2026-03-10T22:59:29.237358,meta_avaliacao,205,46,-159,"22,439%"
Caxias,2026-03,2026-03-10T22:59:29.237358,meta_profilaxia,83,23,-60,"27,711%"
Caxias,2026-03,2026-03-10T22:59:29.237358,meta_restauracao,79,7,-72,"8,861%"
Farroupilha,2026-03,2026-03-10T23:00:22.248292,ortodontia,,,,
Farroupilha,2026-03,2026-03-10T23:00:22.248292,clinico_geral,,,,
Farroupilha,2026-03,2026-03-10T23:00:22.248292,avaliacoes_google,,,,
Farroupilha,2026-03,2026-03-10T23:00:22.248292,meta_avaliacao,,,,
Farroupilha,2026-03,2026-03-10T23:00:22.248292,meta_profilaxia,,,,
Farroupilha,2026-03,2026-03-10T23:00:22.248292,meta_restauracao,,,,
Bento,2026-03,2026-03-10T23:01:15.129692,ortodontia,,,,
Bento,2026-03,2026-03-10T23:01:15.129692,clinico_geral,,,,
Bento,2026-03,2026-03-10T23:01:15.129692,avaliacoes_google,,,,
Bento,2026-03,2026-03-10T23:01:15.129692,meta_avaliacao,,,,
Bento,2026-03,2026-03-10T23:01:15.129692,meta_profilaxia,,,,
Bento,2026-03,2026-03-10T23:01:15.129692,meta_restauracao,,,,
Encantado,2026-03,2026-03-10T23:02:07.744288,ortodontia,,,,
Encantado,2026-03,2026-03-10T23:02:07.744288,clinico_geral,,,,
Encantado,2026-03,2026-03-10T23:02:07.744288,avaliacoes_google,,,,
Encantado,2026-03,2026-03-10T23:02:07.744288,meta_avaliacao,,,,
Encantado,2026-03,2026-03-10T23:02:07.744288,meta_profilaxia,,,,
Encantado,2026-03,2026-03-10T23:02:07.744288,meta_restauracao,,,,
Soledade,2026-03,2026-03-10T23:03:00.524946,ortodontia,,,,
Soledade,2026-03,2026-03-10T23:03:00.524946,clinico_geral,,,,
Soledade,2026-03,2026-03-10T23:03:00.524946,avaliacoes_google,,,,
Soledade,2026-03,2026-03-10T23:03:00.524946,meta_avaliacao,,,,
Soledade,2026-03,2026-03-10T23:03:00.524946,meta_profilaxia,,,,
Soledade,2026-03,2026-03-10T23:03:00.524946,meta_restauracao,,,,
Garibaldi,2026-03,2026-03-10T23:03:53.390016,ortodontia,,,,
Garibaldi,2026-03,2026-03-10T23:03:53.390016,clinico_geral,,,,
Garibaldi,2026-03,2026-03-10T23:03:53.390016,avaliacoes_google,,,,
Garibaldi,2026-03,2026-03-10T23:03:53.390016,meta_avaliacao,,,,
Garibaldi,2026-03,2026-03-10T23:03:53.390016,meta_profilaxia,,,,
Garibaldi,2026-03,2026-03-10T23:03:53.390016,meta_restauracao,,,,
Veranópolis,2026-03,2026-03-10T23:04:45.637787,ortodontia,,,,
Veranópolis,2026-03,2026-03-10T23:04:45.637787,clinico_geral,,,,
Veranópolis,2026-03,2026-03-10T23:04:45.637787,avaliacoes_google,,,,
Veranópolis,2026-03,2026-03-10T23:04:45.637787,meta_avaliacao,,,,
Veranópolis,2026-03,2026-03-10T23:04:45.637787,meta_profilaxia,,,,
Veranópolis,2026-03,2026-03-10T23:04:45.637787,meta_restauracao,,,,
SS do Caí,2026-03,2026-03-10T23:05:38.852335,ortodontia,,,,
SS do Caí,2026-03,2026-03-10T23:05:38.852335,clinico_geral,,,,
SS do Caí,2026-03,2026-03-10T23:05:38.852335,avaliacoes_google,,,,
SS do Caí,2026-03,2026-03-10T23:05:38.852335,meta_avaliacao,,,,
SS do Caí,2026-03,2026-03-10T23:05:38.852335,meta_profilaxia,,,,
SS do Caí,2026-03,2026-03-10T23:05:38.852335,meta_restauracao,,,,
Flores,2026-03,2026-03-10T23:06:32.416278,ortodontia,,,,
Flores,2026-03,2026-03-10T23:06:32.416278,clinico_geral,,,,
Flores,2026-03,2026-03-10T23:06:32.416278,avaliacoes_google,,,,
Flores,2026-03,2026-03-10T23:06:32.416278,meta_avaliacao,,,,
Flores,2026-03,2026-03-10T23:06:32.416278,meta_profilaxia,,,,
Flores,2026-03,2026-03-10T23:06:32.416278,meta_restauracao,,,,
Caxias,2026-03,2026-03-10T23:55:17.701303,ortodontia,,,,
Caxias,2026-03,2026-03-10T23:55:17.701303,clinico_geral,,,,
Caxias,2026-03,2026-03-10T23:55:17.701303,avaliacoes_google,,,,
Caxias,2026-03,2026-03-10T23:55:17.701303,meta_avaliacao,205,46,-159,"22,439%"
Caxias,2026-03,2026-03-10T23:55:17.701303,meta_profilaxia,83,23,-60,"27,711%"
Caxias,2026-03,2026-03-10T23:55:17.701303,meta_restauracao,79,7,-72,"8,861%"
Farroupilha,2026-03,2026-03-10T23:56:10.813899,ortodontia,,,,
Farroupilha,2026-03,2026-03-10T23:56:10.813899,clinico_geral,,,,
Farroupilha,2026-03,2026-03-10T23:56:10.813899,avaliacoes_google,,,,
Farroupilha,2026-03,2026-03-10T23:56:10.813899,meta_avaliacao,,,,
Farroupilha,2026-03,2026-03-10T23:56:10.813899,meta_profilaxia,,,,
Farroupilha,2026-03,2026-03-10T23:56:10.813899,meta_restauracao,,,,
Bento,2026-03,2026-03-10T23:57:03.694691,ortodontia,,,,
Bento,2026-03,2026-03-10T23:57:03.694691,clinico_geral,,,,
Bento,2026-03,2026-03-10T23:57:03.694691,avaliacoes_google,,,,
Bento,2026-03,2026-03-10T23:57:03.694691,meta_avaliacao,,,,
Bento,2026-03,2026-03-10T23:57:03.694691,meta_profilaxia,,,,
Bento,2026-03,2026-03-10T23:57:03.694691,meta_restauracao,,,,
Encantado,2026-03,2026-03-10T23:57:56.409935,ortodontia,,,,
Encantado,2026-03,2026-03-10T23:57:56.409935,clinico_geral,,,,
Encantado,2026-03,2026-03-10T23:57:56.409935,avaliacoes_google,,,,
Encantado,2026-03,2026-03-10T23:57:56.409935,meta_avaliacao,,,,
Encantado,2026-03,2026-03-10T23:57:56.409935,meta_profilaxia,,,,
Encantado,2026-03,2026-03-10T23:57:56.409935,meta_restauracao,,,,
Soledade,2026-03,2026-03-10T23:58:48.840632,ortodontia,,,,
Soledade,2026-03,2026-03-10T23:58:48.840632,clinico_geral,,,,
Soledade,2026-03,2026-03-10T23:58:48.840632,avaliacoes_google,,,,
Soledade,2026-03,2026-03-10T23:58:48.840632,meta_avaliacao,,,,
Soledade,2026-03,2026-03-10T23:58:48.840632,meta_profilaxia,,,,
Soledade,2026-03,2026-03-10T23:58:48.840632,meta_restauracao,,,,
Garibaldi,2026-03,2026-03-10T23:59:41.522994,ortodontia,,,,
Garibaldi,2026-03,2026-03-10T23:59:41.522994,clinico_geral,,,,
Garibaldi,2026-03,2026-03-10T23:59:41.522994,avaliacoes_google,,,,
Garibaldi,2026-03,2026-03-10T23:59:41.522994,meta_avaliacao,,,,
Garibaldi,2026-03,2026-03-10T23:59:41.522994,meta_profilaxia,,,,
Garibaldi,2026-03,2026-03-10T23:59:41.522994,meta_restauracao,,,,
Veranópolis,2026-03,2026-03-11T00:00:34.304250,ortodontia,,,,
Veranópolis,2026-03,2026-03-11T00:00:34.304250,clinico_geral,,,,
Veranópolis,2026-03,2026-03-11T00:00:34.304250,avaliacoes_google,,,,
Veranópolis,2026-03,2026-03-11T00:00:34.304250,meta_avaliacao,,,,
Veranópolis,2026-03,2026-03-11T00:00:34.304250,meta_profilaxia,,,,
Veranópolis,2026-03,2026-03-11T00:00:34.304250,meta_restauracao,,,,
SS do Caí,2026-03,2026-03-11T00:01:26.802142,ortodontia,,,,
SS do Caí,2026-03,2026-03-11T00:01:26.802142,clinico_geral,,,,
SS do Caí,2026-03,2026-03-11T00:01:26.802142,avaliacoes_google,,,,
SS do Caí,2026-03,2026-03-11T00:01:26.802142,meta_avaliacao,,,,
SS do Caí,2026-03,2026-03-11T00:01:26.802142,meta_profilaxia,,,,
SS do Caí,2026-03,2026-03-11T00:01:26.802142,meta_restauracao,,,,
Flores,2026-03,2026-03-11T00:02:20.250364,ortodontia,,,,
Flores,2026-03,2026-03-11T00:02:20.250364,clinico_geral,,,,
Flores,2026-03,2026-03-11T00:02:20.250364,avaliacoes_google,,,,
Flores,2026-03,2026-03-11T00:02:20.250364,meta_avaliacao,,,,
Flores,2026-03,2026-03-11T00:02:20.250364,meta_profilaxia,,,,
Flores,2026-03,2026-03-11T00:02:20.250364,meta_restauracao,,,,
Caxias,2026-03,2026-03-11T05:04:41.713736,ortodontia,,,,
Caxias,2026-03,2026-03-11T05:04:41.713736,clinico_geral,,,,
Caxias,2026-03,2026-03-11T05:04:41.713736,avaliacoes_google,,,,
Caxias,2026-03,2026-03-11T05:04:41.713736,meta_avaliacao,205,46,-159,"22,439%"
Caxias,2026-03,2026-03-11T05:04:41.713736,meta_profilaxia,83,23,-60,"27,711%"
Caxias,2026-03,2026-03-11T05:04:41.713736,meta_restauracao,79,7,-72,"8,861%"
Farroupilha,2026-03,2026-03-11T05:05:34.375142,ortodontia,,,,
Farroupilha,2026-03,2026-03-11T05:05:34.375142,clinico_geral,,,,
Farroupilha,2026-03,2026-03-11T05:05:34.375142,avaliacoes_google,,,,
Farroupilha,2026-03,2026-03-11T05:05:34.375142,meta_avaliacao,,,,
Farroupilha,2026-03,2026-03-11T05:05:34.375142,meta_profilaxia,,,,
Farroupilha,2026-03,2026-03-11T05:05:34.375142,meta_restauracao,,,,
Bento,2026-03,2026-03-11T05:06:27.255534,ortodontia,,,,
Bento,2026-03,2026-03-11T05:06:27.255534,clinico_geral,,,,
Bento,2026-03,2026-03-11T05:06:27.255534,avaliacoes_google,,,,
Bento,2026-03,2026-03-11T05:06:27.255534,meta_avaliacao,,,,
Bento,2026-03,2026-03-11T05:06:27.255534,meta_profilaxia,,,,
Bento,2026-03,2026-03-11T05:06:27.255534,meta_restauracao,,,,
Encantado,2026-03,2026-03-11T05:07:20.037106,ortodontia,,,,
Encantado,2026-03,2026-03-11T05:07:20.037106,clinico_geral,,,,
Encantado,2026-03,2026-03-11T05:07:20.037106,avaliacoes_google,,,,
Encantado,2026-03,2026-03-11T05:07:20.037106,meta_avaliacao,,,,
Encantado,2026-03,2026-03-11T05:07:20.037106,meta_profilaxia,,,,
Encantado,2026-03,2026-03-11T05:07:20.037106,meta_restauracao,,,,
Soledade,2026-03,2026-03-11T05:08:12.953101,ortodontia,,,,
Soledade,2026-03,2026-03-11T05:08:12.953101,clinico_geral,,,,
Soledade,2026-03,2026-03-11T05:08:12.953101,avaliacoes_google,,,,
Soledade,2026-03,2026-03-11T05:08:12.953101,meta_avaliacao,,,,
Soledade,2026-03,2026-03-11T05:08:12.953101,meta_profilaxia,,,,
Soledade,2026-03,2026-03-11T05:08:12.953101,meta_restauracao,,,,
Garibaldi,2026-03,2026-03-11T05:09:05.849322,ortodontia,,,,
Garibaldi,2026-03,2026-03-11T05:09:05.849322,clinico_geral,,,,
Garibaldi,2026-03,2026-03-11T05:09:05.849322,avaliacoes_google,,,,
Garibaldi,2026-03,2026-03-11T05:09:05.849322,meta_avaliacao,,,,
Garibaldi,2026-03,2026-03-11T05:09:05.849322,meta_profilaxia,,,,
Garibaldi,2026-03,2026-03-11T05:09:05.849322,meta_restauracao,,,,
Veranópolis,2026-03,2026-03-11T05:09:58.531114,ortodontia,,,,
Veranópolis,2026-03,2026-03-11T05:09:58.531114,clinico_geral,,,,
Veranópolis,2026-03,2026-03-11T05:09:58.531114,avaliacoes_google,,,,
Veranópolis,2026-03,2026-03-11T05:09:58.531114,meta_avaliacao,,,,
Veranópolis,2026-03,2026-03-11T05:09:58.531114,meta_profilaxia,,,,
Veranópolis,2026-03,2026-03-11T05:09:58.531114,meta_restauracao,,,,
SS do Caí,2026-03,2026-03-11T05:10:51.560889,ortodontia,,,,
SS do Caí,2026-03,2026-03-11T05:10:51.560889,clinico_geral,,,,
SS do Caí,2026-03,2026-03-11T05:10:51.560889,avaliacoes_google,,,,
SS do Caí,2026-03,2026-03-11T05:10:51.560889,meta_avaliacao,,,,
SS do Caí,2026-03,2026-03-11T05:10:51.560889,meta_profilaxia,,,,
SS do Caí,2026-03,2026-03-11T05:10:51.560889,meta_restauracao,,,,
Flores,2026-03,2026-03-11T05:11:45.643729,ortodontia,,,,
Flores,2026-03,2026-03-11T05:11:45.643729,clinico_geral,,,,
Flores,2026-03,2026-03-11T05:11:45.643729,avaliacoes_google,,,,
Flores,2026-03,2026-03-11T05:11:45.643729,meta_avaliacao,,,,
Flores,2026-03,2026-03-11T05:11:45.643729,meta_profilaxia,,,,
Flores,2026-03,2026-03-11T05:11:45.643729,meta_restauracao,,,,
Caxias,2026-03,2026-03-11T07:59:11.583551,ortodontia,,,,
Caxias,2026-03,2026-03-11T07:59:11.583551,clinico_geral,,,,
Caxias,2026-03,2026-03-11T07:59:11.583551,avaliacoes_google,,,,
Caxias,2026-03,2026-03-11T07:59:11.583551,meta_avaliacao,205,46,-159,"22,439%"
Caxias,2026-03,2026-03-11T07:59:11.583551,meta_profilaxia,83,23,-60,"27,711%"
Caxias,2026-03,2026-03-11T07:59:11.583551,meta_restauracao,79,7,-72,"8,861%"
Farroupilha,2026-03,2026-03-11T08:00:04.160603,ortodontia,,,,
Farroupilha,2026-03,2026-03-11T08:00:04.160603,clinico_geral,,,,
Farroupilha,2026-03,2026-03-11T08:00:04.160603,avaliacoes_google,,,,
Farroupilha,2026-03,2026-03-11T08:00:04.160603,meta_avaliacao,,,,
Farroupilha,2026-03,2026-03-11T08:00:04.160603,meta_profilaxia,,,,
Farroupilha,2026-03,2026-03-11T08:00:04.160603,meta_restauracao,,,,
Bento,2026-03,2026-03-11T08:00:57.757580,ortodontia,,,,
Bento,2026-03,2026-03-11T08:00:57.757580,clinico_geral,,,,
Bento,2026-03,2026-03-11T08:00:57.757580,avaliacoes_google,,,,
Bento,2026-03,2026-03-11T08:00:57.757580,meta_avaliacao,,,,
Bento,2026-03,2026-03-11T08:00:57.757580,meta_profilaxia,,,,
Bento,2026-03,2026-03-11T08:00:57.757580,meta_restauracao,,,,
Encantado,2026-03,2026-03-11T08:01:51.208922,ortodontia,,,,
Encantado,2026-03,2026-03-11T08:01:51.208922,clinico_geral,,,,
Encantado,2026-03,2026-03-11T08:01:51.208922,avaliacoes_google,,,,
Encantado,2026-03,2026-03-11T08:01:51.208922,meta_avaliacao,,,,
Encantado,2026-03,2026-03-11T08:01:51.208922,meta_profilaxia,,,,
Encantado,2026-03,2026-03-11T08:01:51.208922,meta_restauracao,,,,
Soledade,2026-03,2026-03-11T08:02:44.465854,ortodontia,,,,
Soledade,2026-03,2026-03-11T08:02:44.465854,clinico_geral,,,,
Soledade,2026-03,2026-03-11T08:02:44.465854,avaliacoes_google,,,,
Soledade,2026-03,2026-03-11T08:02:44.465854,meta_avaliacao,,,,
Soledade,2026-03,2026-03-11T08:02:44.465854,meta_profilaxia,,,,
Soledade,2026-03,2026-03-11T08:02:44.465854,meta_restauracao,,,,
Garibaldi,2026-03,2026-03-11T08:03:37.468975,ortodontia,,,,
Garibaldi,2026-03,2026-03-11T08:03:37.468975,clinico_geral,,,,
Garibaldi,2026-03,2026-03-11T08:03:37.468975,avaliacoes_google,,,,
Garibaldi,2026-03,2026-03-11T08:03:37.468975,meta_avaliacao,,,,
Garibaldi,2026-03,2026-03-11T08:03:37.468975,meta_profilaxia,,,,
Garibaldi,2026-03,2026-03-11T08:03:37.468975,meta_restauracao,,,,
Veranópolis,2026-03,2026-03-11T08:04:30.566901,ortodontia,,,,
Veranópolis,2026-03,2026-03-11T08:04:30.566901,clinico_geral,,,,
Veranópolis,2026-03,2026-03-11T08:04:30.566901,avaliacoes_google,,,,
Veranópolis,2026-03,2026-03-11T08:04:30.566901,meta_avaliacao,,,,
Veranópolis,2026-03,2026-03-11T08:04:30.566901,meta_profilaxia,,,,
Veranópolis,2026-03,2026-03-11T08:04:30.566901,meta_restauracao,,,,
SS do Caí,2026-03,2026-03-11T08:05:24.431274,ortodontia,,,,
SS do Caí,2026-03,2026-03-11T08:05:24.431274,clinico_geral,,,,
SS do Caí,2026-03,2026-03-11T08:05:24.431274,avaliacoes_google,,,,
SS do Caí,2026-03,2026-03-11T08:05:24.431274,meta_avaliacao,,,,
SS do Caí,2026-03,2026-03-11T08:05:24.431274,meta_profilaxia,,,,
SS do Caí,2026-03,2026-03-11T08:05:24.431274,meta_restauracao,,,,
Flores,2026-03,2026-03-11T08:06:18.812531,ortodontia,,,,
Flores,2026-03,2026-03-11T08:06:18.812531,clinico_geral,,,,
Flores,2026-03,2026-03-11T08:06:18.812531,avaliacoes_google,,,,
Flores,2026-03,2026-03-11T08:06:18.812531,meta_avaliacao,,,,
Flores,2026-03,2026-03-11T08:06:18.812531,meta_profilaxia,,,,
Flores,2026-03,2026-03-11T08:06:18.812531,meta_restauracao,,,,
Caxias,2026-03,2026-03-11T10:10:28.363212,ortodontia,,,,
Caxias,2026-03,2026-03-11T10:10:28.363212,clinico_geral,,,,
Caxias,2026-03,2026-03-11T10:10:28.363212,avaliacoes_google,,,,
Caxias,2026-03,2026-03-11T10:10:28.363212,meta_avaliacao,205,46,-159,"22,439%"
Caxias,2026-03,2026-03-11T10:10:28.363212,meta_profilaxia,83,23,-60,"27,711%"
Caxias,2026-03,2026-03-11T10:10:28.363212,meta_restauracao,79,7,-72,"8,861%"
Farroupilha,2026-03,2026-03-11T10:11:21.408750,ortodontia,,,,
Farroupilha,2026-03,2026-03-11T10:11:21.408750,clinico_geral,,,,
Farroupilha,2026-03,2026-03-11T10:11:21.408750,avaliacoes_google,,,,
Farroupilha,2026-03,2026-03-11T10:11:21.408750,meta_avaliacao,,,,
Farroupilha,2026-03,2026-03-11T10:11:21.408750,meta_profilaxia,,,,
Farroupilha,2026-03,2026-03-11T10:11:21.408750,meta_restauracao,,,,
Bento,2026-03,2026-03-11T10:12:14.156293,ortodontia,,,,
Bento,2026-03,2026-03-11T10:12:14.156293,clinico_geral,,,,
Bento,2026-03,2026-03-11T10:12:14.156293,avaliacoes_google,,,,
Bento,2026-03,2026-03-11T10:12:14.156293,meta_avaliacao,,,,
Bento,2026-03,2026-03-11T10:12:14.156293,meta_profilaxia,,,,
Bento,2026-03,2026-03-11T10:12:14.156293,meta_restauracao,,,,
Encantado,2026-03,2026-03-11T10:13:06.437385,ortodontia,,,,
Encantado,2026-03,2026-03-11T10:13:06.437385,clinico_geral,,,,
Encantado,2026-03,2026-03-11T10:13:06.437385,avaliacoes_google,,,,
Encantado,2026-03,2026-03-11T10:13:06.437385,meta_avaliacao,,,,
Encantado,2026-03,2026-03-11T10:13:06.437385,meta_profilaxia,,,,
Encantado,2026-03,2026-03-11T10:13:06.437385,meta_restauracao,,,,
Soledade,2026-03,2026-03-11T10:13:59.085340,ortodontia,,,,
Soledade,2026-03,2026-03-11T10:13:59.085340,clinico_geral,,,,
Soledade,2026-03,2026-03-11T10:13:59.085340,avaliacoes_google,,,,
Soledade,2026-03,2026-03-11T10:13:59.085340,meta_avaliacao,,,,
Soledade,2026-03,2026-03-11T10:13:59.085340,meta_profilaxia,,,,
Soledade,2026-03,2026-03-11T10:13:59.085340,meta_restauracao,,,,
Garibaldi,2026-03,2026-03-11T10:14:51.700086,ortodontia,,,,
Garibaldi,2026-03,2026-03-11T10:14:51.700086,clinico_geral,,,,
Garibaldi,2026-03,2026-03-11T10:14:51.700086,avaliacoes_google,,,,
Garibaldi,2026-03,2026-03-11T10:14:51.700086,meta_avaliacao,,,,
Garibaldi,2026-03,2026-03-11T10:14:51.700086,meta_profilaxia,,,,
Garibaldi,2026-03,2026-03-11T10:14:51.700086,meta_restauracao,,,,
Veranópolis,2026-03,2026-03-11T10:15:44.350962,ortodontia,,,,
Veranópolis,2026-03,2026-03-11T10:15:44.350962,clinico_geral,,,,
Veranópolis,2026-03,2026-03-11T10:15:44.350962,avaliacoes_google,,,,
Veranópolis,2026-03,2026-03-11T10:15:44.350962,meta_avaliacao,,,,
Veranópolis,2026-03,2026-03-11T10:15:44.350962,meta_profilaxia,,,,
Veranópolis,2026-03,2026-03-11T10:15:44.350962,meta_restauracao,,,,
SS do Caí,2026-03,2026-03-11T10:16:37.278619,ortodontia,,,,
SS do Caí,2026-03,2026-03-11T10:16:37.278619,clinico_geral,,,,
SS do Caí,2026-03,2026-03-11T10:16:37.278619,avaliacoes_google,,,,
SS do Caí,2026-03,2026-03-11T10:16:37.278619,meta_avaliacao,,,,
SS do Caí,2026-03,2026-03-11T10:16:37.278619,meta_profilaxia,,,,
SS do Caí,2026-03,2026-03-11T10:16:37.278619,meta_restauracao,,,,
Flores,2026-03,2026-03-11T10:17:31.126923,ortodontia,,,,
Flores,2026-03,2026-03-11T10:17:31.126923,clinico_geral,,,,
Flores,2026-03,2026-03-11T10:17:31.126923,avaliacoes_google,,,,
Flores,2026-03,2026-03-11T10:17:31.126923,meta_avaliacao,,,,
Flores,2026-03,2026-03-11T10:17:31.126923,meta_profilaxia,,,,
Flores,2026-03,2026-03-11T10:17:31.126923,meta_restauracao,,,,
Caxias,2026-03,2026-03-11T12:00:46.110700,ortodontia,,,,
Caxias,2026-03,2026-03-11T12:00:46.110700,clinico_geral,,,,
Caxias,2026-03,2026-03-11T12:00:46.110700,avaliacoes_google,,,,
Caxias,2026-03,2026-03-11T12:00:46.110700,meta_avaliacao,205,46,-159,"22,439%"
Caxias,2026-03,2026-03-11T12:00:46.110700,meta_profilaxia,83,23,-60,"27,711%"
Caxias,2026-03,2026-03-11T12:00:46.110700,meta_restauracao,79,7,-72,"8,861%"
Farroupilha,2026-03,2026-03-11T12:01:38.937847,ortodontia,,,,
Farroupilha,2026-03,2026-03-11T12:01:38.937847,clinico_geral,,,,
Farroupilha,2026-03,2026-03-11T12:01:38.937847,avaliacoes_google,,,,
Farroupilha,2026-03,2026-03-11T12:01:38.937847,meta_avaliacao,,,,
Farroupilha,2026-03,2026-03-11T12:01:38.937847,meta_profilaxia,,,,
Farroupilha,2026-03,2026-03-11T12:01:38.937847,meta_restauracao,,,,
Bento,2026-03,2026-03-11T12:02:32.219694,ortodontia,,,,
Bento,2026-03,2026-03-11T12:02:32.219694,clinico_geral,,,,
Bento,2026-03,2026-03-11T12:02:32.219694,avaliacoes_google,,,,
Bento,2026-03,2026-03-11T12:02:32.219694,meta_avaliacao,,,,
Bento,2026-03,2026-03-11T12:02:32.219694,meta_profilaxia,,,,
Bento,2026-03,2026-03-11T12:02:32.219694,meta_restauracao,,,,
Encantado,2026-03,2026-03-11T12:03:24.884393,ortodontia,,,,
Encantado,2026-03,2026-03-11T12:03:24.884393,clinico_geral,,,,
Encantado,2026-03,2026-03-11T12:03:24.884393,avaliacoes_google,,,,
Encantado,2026-03,2026-03-11T12:03:24.884393,meta_avaliacao,,,,
Encantado,2026-03,2026-03-11T12:03:24.884393,meta_profilaxia,,,,
Encantado,2026-03,2026-03-11T12:03:24.884393,meta_restauracao,,,,
Soledade,2026-03,2026-03-11T12:04:18.065516,ortodontia,,,,
Soledade,2026-03,2026-03-11T12:04:18.065516,clinico_geral,,,,
Soledade,2026-03,2026-03-11T12:04:18.065516,avaliacoes_google,,,,
Soledade,2026-03,2026-03-11T12:04:18.065516,meta_avaliacao,,,,
Soledade,2026-03,2026-03-11T12:04:18.065516,meta_profilaxia,,,,
Soledade,2026-03,2026-03-11T12:04:18.065516,meta_restauracao,,,,
Garibaldi,2026-03,2026-03-11T12:05:11.063541,ortodontia,,,,
Garibaldi,2026-03,2026-03-11T12:05:11.063541,clinico_geral,,,,
Garibaldi,2026-03,2026-03-11T12:05:11.063541,avaliacoes_google,,,,
Garibaldi,2026-03,2026-03-11T12:05:11.063541,meta_avaliacao,,,,
Garibaldi,2026-03,2026-03-11T12:05:11.063541,meta_profilaxia,,,,
Garibaldi,2026-03,2026-03-11T12:05:11.063541,meta_restauracao,,,,
Veranópolis,2026-03,2026-03-11T12:06:04.111005,ortodontia,,,,
Veranópolis,2026-03,2026-03-11T12:06:04.111005,clinico_geral,,,,
Veranópolis,2026-03,2026-03-11T12:06:04.111005,avaliacoes_google,,,,
Veranópolis,2026-03,2026-03-11T12:06:04.111005,meta_avaliacao,,,,
Veranópolis,2026-03,2026-03-11T12:06:04.111005,meta_profilaxia,,,,
Veranópolis,2026-03,2026-03-11T12:06:04.111005,meta_restauracao,,,,
SS do Caí,2026-03,2026-03-11T12:06:58.125695,ortodontia,,,,
SS do Caí,2026-03,2026-03-11T12:06:58.125695,clinico_geral,,,,
SS do Caí,2026-03,2026-03-11T12:06:58.125695,avaliacoes_google,,,,
SS do Caí,2026-03,2026-03-11T12:06:58.125695,meta_avaliacao,,,,
SS do Caí,2026-03,2026-03-11T12:06:58.125695,meta_profilaxia,,,,
SS do Caí,2026-03,2026-03-11T12:06:58.125695,meta_restauracao,,,,
Flores,2026-03,2026-03-11T12:07:52.824394,ortodontia,,,,
Flores,2026-03,2026-03-11T12:07:52.824394,clinico_geral,,,,
Flores,2026-03,2026-03-11T12:07:52.824394,avaliacoes_google,,,,
Flores,2026-03,2026-03-11T12:07:52.824394,meta_avaliacao,,,,
Flores,2026-03,2026-03-11T12:07:52.824394,meta_profilaxia,,,,
Flores,2026-03,2026-03-11T12:07:52.824394,meta_restauracao,,,,
Caxias,2026-03,2026-03-11T13:53:02.048972,ortodontia,,,,
Caxias,2026-03,2026-03-11T13:53:02.048972,clinico_geral,,,,
Caxias,2026-03,2026-03-11T13:53:02.048972,avaliacoes_google,,0,,
Caxias,2026-03,2026-03-11T13:53:02.048972,meta_avaliacao,205,46,-159,"22,439%"
Caxias,2026-03,2026-03-11T13:53:02.048972,meta_profilaxia,83,23,-60,"27,711%"
Caxias,2026-03,2026-03-11T13:53:02.048972,meta_restauracao,79,7,-72,"8,861%"
Farroupilha,2026-03,2026-03-11T13:53:54.892954,ortodontia,,,,
Farroupilha,2026-03,2026-03-11T13:53:54.892954,clinico_geral,,,,
Farroupilha,2026-03,2026-03-11T13:53:54.892954,avaliacoes_google,,0,,
Farroupilha,2026-03,2026-03-11T13:53:54.892954,meta_avaliacao,,,,
Farroupilha,2026-03,2026-03-11T13:53:54.892954,meta_profilaxia,,,,
Farroupilha,2026-03,2026-03-11T13:53:54.892954,meta_restauracao,,,,
Bento,2026-03,2026-03-11T13:54:47.227555,ortodontia,,,,
Bento,2026-03,2026-03-11T13:54:47.227555,clinico_geral,,,,
Bento,2026-03,2026-03-11T13:54:47.227555,avaliacoes_google,,0,,
Bento,2026-03,2026-03-11T13:54:47.227555,meta_avaliacao,,,,
Bento,2026-03,2026-03-11T13:54:47.227555,meta_profilaxia,,,,
Bento,2026-03,2026-03-11T13:54:47.227555,meta_restauracao,,,,
Encantado,2026-03,2026-03-11T13:55:39.539135,ortodontia,,,,
Encantado,2026-03,2026-03-11T13:55:39.539135,clinico_geral,,,,
Encantado,2026-03,2026-03-11T13:55:39.539135,avaliacoes_google,,0,,
Encantado,2026-03,2026-03-11T13:55:39.539135,meta_avaliacao,,,,
Encantado,2026-03,2026-03-11T13:55:39.539135,meta_profilaxia,,,,
Encantado,2026-03,2026-03-11T13:55:39.539135,meta_restauracao,,,,
Soledade,2026-03,2026-03-11T13:56:32.387286,ortodontia,,,,
Soledade,2026-03,2026-03-11T13:56:32.387286,clinico_geral,,,,
Soledade,2026-03,2026-03-11T13:56:32.387286,avaliacoes_google,,0,,
Soledade,2026-03,2026-03-11T13:56:32.387286,meta_avaliacao,,,,
Soledade,2026-03,2026-03-11T13:56:32.387286,meta_profilaxia,,,,
Soledade,2026-03,2026-03-11T13:56:32.387286,meta_restauracao,,,,
Garibaldi,2026-03,2026-03-11T13:57:25.241616,ortodontia,,,,
